address|address_date
41 rue beauregard, Paris|1845
7 rue  Lune, Paris|1845
35 rue  Lune, Paris|1845
2 rue notre dame de bonne nouvelle, Paris|1845
29 rue sainte foy, Paris|1845
7 rue neuve saint sauveur, Paris|1845
30 rue bourbon villeneneuve, Paris|1845
33 rue bourbon villeneneuve, Paris|1845
46 rue bourbon villeneneuve, Paris|1845
47 rue bourbon villeneneuve, Paris|1845
63 rue bourbon villeneneuve, Paris|1845
4 rue Poissonnière, Paris|1845
10 rue Poissonnière, Paris|1845
13 rue Poissonnière, Paris|1845
25 rue Poissonnière, Paris|1845
33 rue Poissonnière, Paris|1845
18 rue neuve saint eustache, Paris|1845
9 rue des mauvaises paroles, Paris|1840
12 rue de cléry, Paris|1840
11 rue de cléry, Paris|1840
23 rue de cléry, Paris|1840
9 rue du sentier, Paris|1840
1 rue du  mail, Paris|1840
17 rue du sentier, Paris|1840
13 rue du gros chenet, Paris|1840
23 rue du gros chenet, Paris|1840
45 rue des vieux augustins, Paris|1840
2 rue du gros chenet, Paris|1840
14 rue des fossés saint germain l'auxerrois, Paris|1820
32 rue des prouvaires, Paris|1820
8 rue du croissant, Paris|1820
9 boulevard des italiens, Paris|1808
7 rue des mauvaises paroles, Paris|1808
12 rue des fossés montmartre, Paris|1835
3 rue du gros chenet, Paris|1835
11 rue de cléry, Paris|1835
25 rue de cléry, Paris|1835
1 rue du  mail, Paris|1835
2 rue du gros chenet, Paris|1835
16 rue de cléry, Paris|1835
14 rue des fossés saint germain l'auxerrois, Paris|1830
12 rue des fossés montmartre, Paris|1830
3 rue des vieux augustins, Paris|1830
2 rue du gros chenet, Paris|1830
1 rue du  mail, Paris|1830
45 rue des vieux augustins, Paris|1830
20 rue du croissant, Paris|1830
7 rue  des jeuneurs, Paris|1830
9 rue des bourdonnais, Paris|1830
14 rue des fossés saint germain l'auxerrois, Paris|1818
15 rue des mauvaises paroles, Paris|1818
3 rue des déchargeurs, Paris|1818
8 rue des deux boules, Paris|1818
19 rue neuve saint eustache, Paris|1845
56 rue neuve saint eustache, Paris|1845
10 rue thévenot, Paris|1845
26 rue thévenot, Paris|1845
5 rue mulhouse, Paris|1845
30 rue cadran, Paris|1845
4 rue beauregard, Paris|1845
24 rue beauregard, Paris|1845
39 rue beauregard, Paris|1845
10 rue sainte barbe, Paris|1845
15 rue Sentier, Paris|1845
29 rue du mail, Paris|1845
5 rue Saint Roch, Paris|1845
6 rue Saint Roch, Paris|1845
12 rue Saint Roch, Paris|1845
18 rue Saint Roch, Paris|1845
4 rue bourbon villeneneuve, Paris|1845
16 rue Poissonnière, Paris|1845
28 rue Poissonnière, Paris|1845
44 rue Poissonnière, Paris|1845
4 rue neuve saint eustache, Paris|1845
37 rue neuve saint eustache, Paris|1845
24 rue saint joseph, Paris|1845
18 rue thévenot, Paris|1845
20 rue thévenot, Paris|1845
3 rue mulhouse, Paris|1845
29 rue cadran, Paris|1845
44 rue cadran, Paris|1845
28 rue cadran, Paris|1845
5 rue beauregard, Paris|1845
2 rue bourbon villeneneuve, Paris|1845
2 rue Saint Roch, Paris|1845
10 rue sainte barbe, Paris|1845
89 rue richelieu, Paris|1845
36 rue neuve saint eustache, Paris|1845
36 rue neuve saint eustache, Paris|1845
7 rue poissonnière, Paris|1845
11 rue saint fiacre, Paris|1845
3 rue sentier, Paris|1845
9 rue sentier, Paris|1845
11 rue sentier, Paris|1845
11 rue sentier, Paris|1845
12 rue sentier, Paris|1845
18 rue sentier, Paris|1845
18 rue sentier, Paris|1845
8 rue coq héron, Paris|1845
17 rue deux écus, Paris|1845
42 rue beauregard, Paris|1845
3 rue bourbon villeneneuve, Paris|1845
8 rue sainte foy, Paris|1845
241 rue saint denis, Paris|1845
68 rue rambuteau, Paris|1845
149 rue saint martin, Paris|1845
11 rue phélipeaux , Paris|1845
171 rue montmartre, Paris|1845
173 rue montmartre, Paris|1845
54 rue aux ours, Paris|1845
4 quai des béthune, Paris|1845
30 rue neuve saint merry, Paris|1845
26 rue rambuteau, Paris|1845
104 rue saint martin, Paris|1845
69 rue sainte avoie, Paris|1845
2 rue dragon, Paris|1845
2 rue simon le franc, Paris|1845
72 rue charonne, Paris|1845
12 rue planchette, Paris|1845
17 rue planchette, Paris|1845
2 rue bretonvilliers, Paris|1845
4 rue femme sans tête, Paris|1845
18 rue pontoise, Paris|1845
7 rue glacière, Paris|1845
5 rue bourbon villeneneuve, Paris|1845
315 rue saint denis, Paris|1845
50 rue rambuteau , Paris|1845
11 rue vivienne, Paris|1845
19 rue  lenoir saint antoine, Paris|1845
3 rue neuve saint augustin, Paris|1845
361 rue saint denis, Paris|1845
5 rue bourg l'abbé, Paris|1845
23 rue bourbon villeneneuve, Paris|1845
76 rue richelieu, Paris|1845
49 rue beaubourg, Paris|1845
16 rue chapon, Paris|1845
10 rue puits blancs manteaux, Paris|1845
3 rue trois pavillons, Paris|1845
4 passage sainte avoie , Paris|1845
337 rue saint denis , Paris|1845
349 rue saint denis , Paris|1845
293 rue saint denis , Paris|1845
31 rue bourbon villeneneuve, Paris|1845
3 passage de venise, Paris|1845
29 rue aux ours, Paris|1845
54 rue aux ours, Paris|1845
2 passage de venise, Paris|1845
8 rue  de la  juiverie, Paris|1845
12 rue des bourdonnais, Paris|1845
31 rue bourbon villeneneuve, Paris|1845
95 rue richelieu, Paris|1845
42 rue poissonnière, Paris|1845
34 rue bourbon villeneneuve, Paris|1845
9 rue bourbon villeneneuve, Paris|1845
8 boulevard bonne nouvelle , Paris|1845
47 rue bourbon villeneneuve, Paris|1845
73 rue quincampoix, Paris|1845
214 rue saint denis , Paris|1845
93 rue seine, Paris|1845
4 rue hauteville, Paris|1845
97 rue saint lazare, Paris|1845
173 rue saint denis , Paris|1845
11 rue échiquier, Paris|1845
6 rue bourbon villeneneuve, Paris|1845
23 rue filles du calvaire, Paris|1845
356 rue saint denis , Paris|1845
42 rue bourbon villeneneuve, Paris|1845
73 rue neuve des mathurins, Paris|1845
52 rue bourg l'abbé, Paris|1845
165 rue saint martin, Paris|1845
319 rue saint denis , Paris|1845
10 rue rivoli, Paris|1845
3 rue échelle, Paris|1845
8 rue simon le franc, Paris|1845
20 rue  des jeuneurs, Paris|1845
57 rue vivienne, Paris|1845
371 rue saint denis , Paris|1845
28 rue vivienne , Paris|1845
16 rue richer, Paris|1845
29 rue bons enfants, Paris|1845
61 rue neuve saint augustin, Paris|1845
88 rue saint martin, Paris|1845
16 rue vivienne, Paris|1845
66 rue neuve des petits champs, Paris|1845
26 rue marché neuf, Paris|1845
13 rue trévise, Paris|1845
18 rue salle au comte, Paris|1845
43 rue rambuteau, Paris|1845
41 rue bucherie, Paris|1845
23 rue bourbon villeneneuve, Paris|1845
41 rue bourbon villeneneuve, Paris|1845
57 rue sainte avoie, Paris|1845
43 rue bourbon villeneneuve, Paris|1845
377 rue saint denis , Paris|1845
19 rue sainte avoie , Paris|1845
1 rue neuve saint denis, Paris|1845
73 rue montmartre, Paris|1845
34 rue sainte avoie, Paris|1845
20 rue rambuteau, Paris|1845
18 rue neuve saint denis, Paris|1845
337 rue saint denis, Paris|1845
21 rue neuve saint jean, Paris|1845
349 rue saint denis, Paris|1845
8 boulevard bonne nouvelle , Paris|1845
367 rue saint denis, Paris|1845
47 rue bourbon villeneneuve, Paris|1845
31 rue ferronnerie, Paris|1845
6 rue mouffetard, Paris|1845
29 rue aux ours, Paris|1845
377 rue saint denis, Paris|1845
302 rue saint denis, Paris|1845
50 rue rambuteau, Paris|1845
18 rue neuve saint denis, Paris|1845
345 rue saint denis, Paris|1845
20 rue vertus, Paris|1845
11 rue neuve saint denis, Paris|1845
126 rue saint denis, Paris|1845
24 rue vieille monnaie, Paris|1845
32 rue bourbon villeneneuve, Paris|1845
24 rue richelieu, Paris|1845
310 rue saint denis, Paris|1845
9 rue filles dieu, Paris|1845
369 rue saint denis, Paris|1845
30 rue guérin boisseau, Paris|1845
228 rue saint martin, Paris|1845
12 rue saint roch, Paris|1845
350 rue saint denis, Paris|1845
45 rue bourbon villeneneuve, Paris|1845
19 rue simon le franc, Paris|1845
63 rue quincampoix, Paris|1845
18 rue salle au comte, Paris|1845
6 rue tireboudin, Paris|1808
11 rue quincampoix, Paris|1808
65 rue saint victor, Paris|1808
217 rue saint denis, Paris|1808
247 rue saint honoré, Paris|1808
149 rue saint denis, Paris|1808
41 rue quincampoix, Paris|1808
4 rue saint jacques, Paris|1808
52 rue bourg l'abbé, Paris|1808
19 rue quincampoix, Paris|1808
18 rue tiquetonne, Paris|1808
14 rue bon conseil, Paris|1808
24 rue saint merri, Paris|1808
44 rue neuve saint merry, Paris|1808
104 rue saint martin, Paris|1808
6 rue boucher, Paris|1808
68 rue saint andré des arts, Paris|1808
37 rue quincampoix, Paris|1808
45 rue neuve des petits champs, Paris|1808
104 rue saint martin, Paris|1808
22 boulevard de l' hôpital, Paris|1845
12 quai rue gèvres, Paris|1845
8 rue bouloi, Paris|1808
4 rue quincampoix, Paris|1808
82 rue vieille du temple, Paris|1808
323 rue saint denis, Paris|1825
13 rue neuve saint eustache, Paris|1825
23 rue neuve saint eustache, Paris|1825
20 rue sainte apolline, Paris|1825
1 rue moulins, Paris|1845
186 rue saint denis, Paris|1825
5 rue mauconseil, Paris|1825
367 rue saint denis, Paris|1825
36 rue neuve saint denis, Paris|1825
9 rue coq héron, Paris|1825
237 rue saint denis, Paris|1825
2 rue  lepelletier, Paris|1825
32 rue quincampoix, Paris|1845
8 rue sainte apolline, Paris|1825
197 rue saint denis, Paris|1825
57 rue bourbon villeneneuve, Paris|1820
11 rue quincampoix, Paris|1825
4 rue neuve saint augustin, Paris|1825
6 rue thévenot, Paris|1825
19 rue quincampoix, Paris|1825
14 rue boucher, Paris|1825
132 rue montmartre, Paris|1825
207 rue saint denis, Paris|1825
231 rue saint denis, Paris|1825
28 rue neuve des petits champs, Paris|1825
12 rue thibaudoté, Paris|1825
30 rue neuve saint eustache, Paris|1825
2 rue  lepelletier, Paris|1825
9 rue bourg l'abbé, Paris|1825
49 rue montorgueil, Paris|1825
51 rue saint martin, Paris|1825
35 rue neuve des petits champs, Paris|1825
8 rue coq héron, Paris|1825
10 rue béthisy, Paris|1825
24 Quai pelletier, Paris|1845
1 rue coquillère, Paris|1845
18 rue beauregard, Paris|1845
27 rue des cinq diamants, Paris|1845
 quai aux fleurs, Paris|1845
10 quai de gèvres, Paris|1845
7 rue des bourdonnais, Paris|1845
13 rue bourbon villeneneuve, Paris|1845
45 rue bourbon villeneneuve, Paris|1845
12 rue Neuve saint etienne, Paris|1845
11 rue Neuve saint etienne, Paris|1845
347 rue saint denis, Paris|1845
12 rue sainte barbe, Paris|1845
8 rue thévenot, Paris|1845
3 rue champs élysées, Paris|1845
17 rue barillerie, Paris|1845
10 rue echiquier, Paris|1845
40 rue enghien, Paris|1845
12 rue magasins , Paris|1845
4 rue mazagran, Paris|1845
41 rue paradis poissonnière, Paris|1845
47 rue paradis poissonnière, Paris|1845
4 rue paradis poissonnière, Paris|1845
14 rue bac, Paris|1845
36 rue bac, Paris|1845
1 rue saints pères, Paris|1845
60 passage choiseul, Paris|1845
15 passage choiseul, Paris|1845
19 passage choiseul, Paris|1845
167 rue montmartre, Paris|1845
68 rue richelieu, Paris|1845
68 rue rambuteau, Paris|1845
95 rue saint martin, Paris|1845
4 rue boucher, Paris|1845
8 rue vieille monnaie, Paris|1845
15 rue  jussienne, Paris|1845
73 rue montmartre, Paris|1845
23 rue vieux augustins, Paris|1845
12 galerie vivienne, Paris|1845
51 galerie vivienne, Paris|1845
2 rue chaussée des minimes, Paris|1845
7 rue billettes, Paris|1845
65 rue saint antoine , Paris|1845
34 rue verrerie, Paris|1845
12 rue ancienne comédie, Paris|1845
18 rue bussy, Paris|1845
22 rue pastourelle, Paris|1845
16 rue cadran, Paris|1845
154 rue montmartre, Paris|1845
182 rue montmartre, Paris|1845
19 rue des bourdonnais, Paris|1845
12 rue des bourdonnais, Paris|1845
6 rue des bourdonnais, Paris|1845
8 place de la  bourse, Paris|1845
5 rue mulhouse, Paris|1845
8 rue mulhouse, Paris|1845
2 rue mulhouse, Paris|1845
11 rue mulhouse, Paris|1845
11 rue mulhouse, Paris|1845
9 rue mulhouse, Paris|1845
8 rue mulhouse, Paris|1845
5 rue neuve saint eustache, Paris|1845
8 rue saint roch poissonnière, Paris|1845
1 rue saint fiacre, Paris|1845
20 rue saint fiacre, Paris|1845
3 rue saint fiacre, Paris|1845
11 rue saint joseph, Paris|1845
10 rue saint joseph, Paris|1845
10 rue saint joseph, Paris|1845
3 rue Saint Roch, Paris|1845
3 rue Saint Roch, Paris|1845
10 rue Saint Roch poissonnière, Paris|1845
3 rue Sentier, Paris|1845
6 rue Sentier, Paris|1845
16 rue pavée saint sauveur, Paris|1845
8 rue petit carrreau, Paris|1845
65 rue enfer, Paris|1845
25 rue evêque, Paris|1845
5 rue neuve des petits champs, Paris|1845
13 rue neuve saint roch, Paris|1845
354 rue saint honoré, Paris|1845
4 rue paix, Paris|1845
24 rue royale saint honoré, Paris|1845
36 rue saint sébastien, Paris|1845
28 rue grenetat, Paris|1845
258 rue saint denis, Paris|1845
400 rue saint denis, Paris|1845
40 rue marais saint martin, Paris|1845
24 rue chantre, Paris|1845
97 rue saint honoré, Paris|1845
25 rue petit pont, Paris|1845
21 rue saint jacques, Paris|1845
19 rue meslay, Paris|1845
16 rue neuve saint martin, Paris|1845
30 rue notre dame de nazareth, Paris|1845
6 rue montsigny, Paris|1845
10 place de la  bourse, Paris|1845
 place de la bourse, Paris|1845
1 boulevard des capucines, Paris|1845
5 boulevard des capucines, Paris|1845
29 boulevard des capucines, Paris|1845
29 boulevard des capucines, Paris|1845
44 avenue des champs élysées, Paris|1845
36 rue de cléry, Paris|1845
2 galerie d' d'orléans, Paris|1845
43 boulevard saint martin, Paris|1845
86 rue cherche midi, Paris|1845
35 rue grenier saint lazare, Paris|1845
25 rue montmorency, Paris|1845
102 rue temple, Paris|1845
317 rue saint honoré, Paris|1845
42 rue saint thomas du louvre, Paris|1845
18 rue mathurins, Paris|1845
11 rue quincampoix, Paris|1818
22 rue beaurepaire, Paris|1818
5 rue grenier saint lazare, Paris|1818
32 rue quincampoix, Paris|1818
47 rue quincampoix, Paris|1818
140 rue saint denis, Paris|1818
73 rue quincampoix, Paris|1818
19 rue quincampoix, Paris|1818
14 rue mauconseil, Paris|1818
37 rue quincampoix, Paris|1818
30 rue quincampoix, Paris|1818
102 rue saint martin, Paris|1818
277 rue saint denis, Paris|1818
15 rue grammont, Paris|1818
4 rue quincampoix, Paris|1818
35 rue poissonnière, Paris|1845
174 rue montmartre, Paris|1845
3 rue chauchat, Paris|1845
13 rue grammont, Paris|1845
18 rue moulins, Paris|1845
41 passage du grand cerf, Paris|1845
1 boulevard des italiens, Paris|1845
2 boulevard des italiens, Paris|1845
2 boulevard des italiens, Paris|1845
5 boulevard des italiens, Paris|1845
22 boulevard des italiens, Paris|1845
9 rue  des jeuneurs, Paris|1845
2 place de la  madeleine, Paris|1845
6 place  de la madeleine, Paris|1845
6 place de la madeleine, Paris|1845
4 passage choiseul, Paris|1845
2 boulevard montmartre, Paris|1845
80 rue richelieu, Paris|1845
32 rue feydeau, Paris|1845
28 rue grammont, Paris|1845
76 rue richelieu, Paris|1845
32 rue feydeau, Paris|1845
25 rue saint marc, Paris|1845
4 rue bac , Paris|1845
48 rue vivienne, Paris|1845
13 rue richelieu, Paris|1845
32 rue feydeau, Paris|1845
16 boulevard montmartre, Paris|1845
19 passage saunier , Paris|1845
5 rue douane, Paris|1845
7 rue grange aux belles, Paris|1845
7 rue bourbon villeneneuve, Paris|1845
1 rue  laffitte, Paris|1845
6 passage de l' opéra, Paris|1845
15 galerie d' orléans, Paris|1845
18 galerie d' orléans, Paris|1845
19 galerie d' orléans, Paris|1845
23 galerie d' orléans, Paris|1845
24 galerie d' orléans, Paris|1845
28 galerie de l' orme, Paris|1845
8 rue neuve saint eustache, Paris|1845
3 rue sainte hyacinthe saint honoré, Paris|1845
32 rue neuve saint eustache, Paris|1845
357 rue sainte hyacinthe saint honoré, Paris|1845
12 rue caumartin, Paris|1845
17 rue paix, Paris|1845
17 rue paix, Paris|1845
2 rue castiglione, Paris|1845
12 rue dauphin, Paris|1845
30 rue rivoli, Paris|1845
317 rue saint honoré, Paris|1845
355 rue saint honoré, Paris|1845
2 rue valois batave, Paris|1845
17 rue grange batelière, Paris|1845
6 rue pétrelle, Paris|1845
6 rue pétrelle, Paris|1845
7 faubourg poissonnière, Paris|1845
24 boulevard poissonnière, Paris|1845
10 boulevard poissonnière , Paris|1845
22 boulevard poissonnière , Paris|1845
16 rue richer, Paris|1845
15 rue chabannais, Paris|1845
2 passage choiseul, Paris|1845
11 passage choiseul, Paris|1845
8 passage choiseul , Paris|1845
32 rue  louis le grand, Paris|1845
5 rue  louvois, Paris|1845
143 rue montmartre, Paris|1845
167 rue montmartre, Paris|1845
15 rue montmartre , Paris|1845
28 rue neuve des petits champs, Paris|1845
28 rue neuve saint augustin, Paris|1845
41 rue neuve vivienne, Paris|1845
1 rue richelieu, Paris|1845
11 passage des panoramas, Paris|1845
15 passage des panoramas, Paris|1845
45 rue richelieu, Paris|1845
86 rue richelieu, Paris|1845
92 rue richelieu, Paris|1845
92 rue richelieu, Paris|1845
93 rue richelieu, Paris|1845
95 rue richelieu, Paris|1845
104 rue richelieu, Paris|1845
106 rue richelieu, Paris|1845
106 rue richelieu, Paris|1845
115 rue richelieu, Paris|1845
21 rue saint marc, Paris|1845
11 rue vivienne, Paris|1845
13 rue vivienne, Paris|1845
23 rue vivienne, Paris|1845
31 rue vivienne, Paris|1845
57 rue vivienne, Paris|1845
4 rue marché saint honoré, Paris|1845
17 rue neuve des bons enfants, Paris|1845
103 rue neuve des petits champs, Paris|1845
230 rue saint honoré, Paris|1845
342 rue saint honoré, Paris|1845
25 rue croix des petits champs, Paris|1845
31 rue echiquier, Paris|1845
15 rue échiquier, Paris|1845
38 rue coquillière, Paris|1845
5 rue filles saint thomas, Paris|1845
11 rue  jussienne, Paris|1845
55 rue montmartre, Paris|1845
5 rue roule, Paris|1845
95 rue montmartre, Paris|1845
6 rue neuve des petits champs, Paris|1845
28 rue notre dame des victoires, Paris|1845
17 rue vieille monnaie, Paris|1845
36 rue notre dame des victoires, Paris|1845
16 rue vivienne, Paris|1845
14 rue cadran, Paris|1845
6 rue mandar, Paris|1845
76 rue montmartre, Paris|1845
84 rue montmartre, Paris|1845
102 rue montmartre, Paris|1845
124 rue montmartre, Paris|1845
132 rue montmartre, Paris|1845
148 rue montmartre, Paris|1845
182 rue montmartre, Paris|1845
4 rue mulhouse, Paris|1845
11 rue mulhouse, Paris|1845
13 rue mulhouse, Paris|1845
13 passage du saumon, Paris|1845
23 passage  du saumon, Paris|1845
30 passage du saumon, Paris|1845
40 passage du saumon, Paris|1845
58 passage du saumon, Paris|1845
63 passage du saumon, Paris|1845
22 rue neuve saint eustache, Paris|1845
32 rue neuve saint eustache, Paris|1845
36 rue neuve saint eustache, Paris|1845
39 rue neuve saint eustache, Paris|1845
44 rue neuve saint eustache, Paris|1845
16 rue saint roch poissonnière, Paris|1845
16 rue Saint Roch poissonnière, Paris|1845
11 rue saint joseph, Paris|1845
16 rue saint roch, Paris|1845
5 rue saint roch poissonnière, Paris|1845
14 rue saint sauveur, Paris|1845
1 rue sentier, Paris|1845
2 rue sentier, Paris|1845
3 rue sentier, Paris|1845
3 rue sentier, Paris|1845
9 rue sentier, Paris|1845
9 rue sentier, Paris|1845
10 rue sentier, Paris|1845
10 rue sentier, Paris|1845
10 rue sentier, Paris|1845
16 rue sentier, Paris|1845
17 rue sentier, Paris|1845
18 rue sentier, Paris|1845
12 rue montmartre, Paris|1845
39 rue montmartre, Paris|1845
25 rue montorgueil, Paris|1845
3 rue moulins, Paris|1845
27 rue montorgueil, Paris|1845
27 rue montorgueil, Paris|1845
47 rue montorgueil, Paris|1845
9 rue prouvaires, Paris|1845
18 rue tiquetonne, Paris|1845
24 rue bouloi, Paris|1845
8 rue grenelle saint honoré, Paris|1845
29 rue grenelle saint honoré, Paris|1845
45 rue grenelle saint honoré, Paris|1845
13 rue bertin poirée, Paris|1845
47 boulevard du temple, Paris|1845
5 boulevard des  capucines, Paris|1845
101 rue saint denis, Paris|1845
121 rue saint denis, Paris|1845
21 boulevard bonne nouvelle , Paris|1845
7 rue bourbon villeneneuve, Paris|1845
24 rue bourbon villeneneuve, Paris|1845
37 rue bourbon villeneneuve, Paris|1845
39 rue bourbon villeneneuve, Paris|1845
43 rue bourbon villeneneuve, Paris|1845
47 rue bourbon villeneneuve, Paris|1845
55 rue bourbon villeneneuve, Paris|1845
26 rue  lune, Paris|1845
32 rue petit carreau, Paris|1845
20 rue poissonnière , Paris|1845
4 rue thévenot, Paris|1845
6 rue thévenot, Paris|1845
10 rue thévenot, Paris|1845
12 rue thévenot, Paris|1845
26 rue thévenot, Paris|1845
28 rue thévenot, Paris|1845
28 rue thévenot, Paris|1845
32 rue chabrol, Paris|1845
5 rue chaudron, Paris|1845
26 boulevard saint denis, Paris|1845
8 rue saint laurent, Paris|1845
24 rue beaurepaire, Paris|1845
1 rue mauconseil, Paris|1845
1 rue mauconseil, Paris|1845
12 rue mauconseil, Paris|1845
25 rue mauconseil, Paris|1845
193 rue saint denis, Paris|1845
271 rue saint denis, Paris|1845
289 rue saint denis, Paris|1845
12 rue saint sauveur, Paris|1845
18 rue saint sauveur, Paris|1845
24 rue saint sauveur, Paris|1845
5 rue thévenot, Paris|1845
7 rue thévenot, Paris|1845
15 rue thévenot, Paris|1845
70 rue bondy, Paris|1845
88 rue bondy, Paris|1845
6 rue neuve bourg l'abbé, Paris|1845
14 rue neuve saint nicolas, Paris|1845
32 rue neuve saint nicolas, Paris|1845
126 rue saint denis, Paris|1845
148 rue saint denis, Paris|1845
32 rue bourg l'abbé, Paris|1845
22 boulevard des italiens, Paris|1845
22 boulevard des italiens, Paris|1845
13 rue du mail, Paris|1845
55 rue montmartre, Paris|1845
14 rue ponceau, Paris|1845
20 rue sainte apolline, Paris|1845
19 boulevard saint denis, Paris|1845
214 rue saint denis, Paris|1845
216 rue saint denis, Paris|1845
258 rue saint denis, Paris|1845
266 rue saint denis, Paris|1845
277 rue saint denis, Paris|1845
278 rue saint denis, Paris|1845
364 rue saint denis, Paris|1845
374 rue saint denis, Paris|1845
285 rue saint martin, Paris|1845
13 rue sainte appoline, Paris|1845
5 rue tracy, Paris|1845
16 rue neuve saint martin, Paris|1845
45 boulevard saint martin, Paris|1845
230 rue saint martin, Paris|1845
4 rue vaucanson, Paris|1845
29 rue crussol, Paris|1845
94 rue temple, Paris|1845
65 rue saint antoine, Paris|1845
88 rue saint martin, Paris|1845
120 rue saint martin, Paris|1845
2 rue chaussée des minimes, Paris|1845
1 rue parc royal, Paris|1845
17 rue barillerie, Paris|1845
18 rue geoffroy de lasnier, Paris|1845
48 rue bac, Paris|1845
45 rue sèvres, Paris|1845
15 rue monsieur, Paris|1845
23 rue ancienne comédie, Paris|1845
11 place saint andré des arcs , Paris|1845
4 rue pot de fer saint sulpice, Paris|1845
5 rue pastourville, Paris|1840
13 rue bertin poirée, Paris|1840
2 rue vivienne, Paris|1840
19 rue thévenot, Paris|1840
49 rue montorgueil, Paris|1840
5 rue saint fiacre, Paris|1840
6 rue thévenot, Paris|1820
124 rue saint denis, Paris|1820
22 rue bertin poirée, Paris|1820
3 boulevard des italiens, Paris|1845
 passage de l' opéra, Paris|1845
10 place des victoires, Paris|1845
19 rue quincampoix, Paris|1820
207 rue saint denis, Paris|1820
 rue montorgueil, Paris|1820
8 rue coq héron, Paris|1820
4 rue sainte apolline, Paris|1808
19 rue quincampoix, Paris|1808
12 rue neuve bourg l'abbé, Paris|1835
14 rue boucher, Paris|1835
13 rue bertin poirée, Paris|1835
160 rue saint denis, Paris|1835
19 rue thévenot, Paris|1835
7 rue coq héron, Paris|1835
12 rue thibaudoté, Paris|1835
49 rue montorgueil, Paris|1835
11 rue thibaudoté, Paris|1835
6 rue thévenot, Paris|1830
19 rue quincampoix, Paris|1830
14 rue boucher, Paris|1830
13 rue bertin poirée, Paris|1830
234 rue saint denis, Paris|1830
207 rue saint denis, Paris|1830
8 rue neuve saint eustache, Paris|1830
2 rue  lepelletier, Paris|1830
12 rue thibaudoté, Paris|1830
9 rue bourg l'abbé, Paris|1830
49 rue montorgueil, Paris|1830
20 rue saint marc, Paris|1830
51 rue saint martin, Paris|1830
8 rue coq héron, Paris|1830
10 rue béthisy, Paris|1830
19 rue quincampoix, Paris|1818
9 rue guénegaud, Paris|1818
10 passage du  saumon, Paris|1845
23 passage des panoramas, galerie des variétés, Paris|1845
50 passage du  saumon, Paris|1845
49 rue montorgueil, Paris|1818
8 rue coq héron, Paris|1818
124 rue saint denis, Paris|1818
21 rue petites écuries, Paris|1845
22 rue montholon, Paris|1845
35 rue hauteville, Paris|1845
16 rue martel, Paris|1845
10 rue bleue, Paris|1845
39 rue pépinière, Paris|1845
5 rue bertin poirée, Paris|1845
89 rue hauteville, Paris|1845
13 rue petites écuries, Paris|1845
1 rue havre, Paris|1845
10 rue saint denis, Paris|1845
5 rue petit carreau, Paris|1845
5 rue bleue, Paris|1845
14 rue mauvaises paroles, Paris|1845
13 rue petites écuries, Paris|1845
19 rue petites écuries, Paris|1845
102 rue temple, Paris|1845
367 rue saint denis, Paris|1845
71 rue faubourg saint denis, Paris|1845
5 rue petites écuries, Paris|1845
38 rue petites écuries, Paris|1845
6 rue petites écuries, Paris|1845
63 rue chabrol, Paris|1845
16 rue vivienne, Paris|1845
6 rue grange aux belles, Paris|1845
99 rue faubourg saint martin, Paris|1845
352 rue saint denis, Paris|1845
18 rue simon le franc, Paris|1845
2 rue pont aux biches saint marcel, Paris|1845
11 rue fidélité, Paris|1845
8 rue notre dame de nazareth, Paris|1845
63 rue neuve des petits champs, Paris|1845
56 rue temple, Paris|1845
44 passage du grand cerf, Paris|1845
19 boulevard du temple, Paris|1845
32 rue faubourg poissonnière, Paris|1845
105 rue faubourg saint denis, Paris|1845
9 rue française, Paris|1845
86 rue faubourg saint denis, Paris|1845
39 rue montmartre, Paris|1845
34 rue hauteville, Paris|1845
9 rue trévise, Paris|1845
41 rue censier, Paris|1845
47 rue four saint germain, Paris|1845
48 rue hauteville, Paris|1845
1 rue hauteville, Paris|1845
2 rue faubourg poissonnière, Paris|1845
40 rue paradis poissonnière, Paris|1845
8 rue martel, Paris|1845
106 rue temple, Paris|1845
181 rue mouffetard, Paris|1845
23 rue bourbon villeneneuve, Paris|1845
19 galerie colbert, Paris|1845
54 rue grande truanderie, Paris|1845
22 rue enghien, Paris|1845
13 rue buffon, Paris|1845
9 rue trévise, Paris|1845
17 rue montholon, Paris|1845
30 rue chabrol, Paris|1845
7 rue petites écuries, Paris|1845
36 rue bleue, Paris|1845
25 rue neuve saint eustache, Paris|1845
10 rue enghien, Paris|1845
75 rue rambuteau, Paris|1845
6 rue grange aux belles, Paris|1845
22 rue faubourg saint antoine, Paris|1845
9 rue petites écuries, Paris|1845
68 rue quincampoix, Paris|1845
14 rue cadet, Paris|1845
5 rue guérin boisseau, Paris|1845
45 rue faubourg saint denis, Paris|1845
21 rue thévenont , Paris|1845
36 rue notre dame des victoires, Paris|1845
67 rue meslay, Paris|1845
20 rue échiquier, Paris|1845
9 rue basse saint pierre popincourt, Paris|1845
2 rue anglaises, Paris|1845
24 rue grande friperie, Paris|1845
367 rue saint denis, Paris|1845
65 rue meslay, Paris|1845
27 rue ponceau, Paris|1845
24 rue petites écuries, Paris|1845
13 rue fossés saint victor, Paris|1845
1 rue montmorency, Paris|1845
10 rue four saint germain, Paris|1845
6 cour batave, Paris|1845
258 rue saint denis, Paris|1845
